year,sex,age,marst,race,raced,hispan,hispand,speakeng,hcovany
2019,female,34,never married/single,"other race, nec","other race, n.e.c",other,dominican,"yes, speaks very well",with health insurance coverage
2019,male,15,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,14,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,62,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,22,never married/single,"other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,male,37,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,10,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,39,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,41,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,64,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,61,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,59,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,10,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,28,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,51,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,9,never married/single,other asian or pacific islander,pakistani,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,23,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,33,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,3,never married/single,"other race, nec","other race, n.e.c",not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,17,never married/single,white,white,mexican,mexican,"yes, speaks only english",no health insurance coverage
2019,female,55,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,83,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,18,never married/single,other asian or pacific islander,cambodian,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,7,never married/single,two major races,white and other race write_in,other,"other, n.s","yes, speaks only english",with health insurance coverage
2019,male,36,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,70,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,56,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,13,never married/single,white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,male,3,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,9,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,52,"married, spouse present",white,white,mexican,mexican,"yes, speaks well",with health insurance coverage
2019,female,74,divorced,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,25,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,8,never married/single,white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,75,"married, spouse present",other asian or pacific islander,vietnamese,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,male,3,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,7,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,38,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,17,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,57,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,49,"married, spouse present","other race, nec","other race, n.e.c",puerto rican,puerto rican,"yes, speaks very well",with health insurance coverage
2019,male,68,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,56,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,46,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,57,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,37,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,54,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,88,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,68,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,18,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
